"","title","names","trial_type","trial_index","time_elapsed","internal_node_id","sessionCode","timeReading","fullStat","name1","relation","timeDrag","ndrags","rel_sol","name1_sol","name2","name2_sol","statIdx","stoIdx","name1_cor","name2_cor","rel_cor","condition","first","overall_cor","NFC","FI","timeReadingLog","timeDragLog","uniqueStatement","relError","name1_error","name2_error","dayblock","date","design","stoIdx2"
"2052","mining","Erok,Wutoc,Owih,Molash,Thyra,Rothuk","hebb",12,591944,"0.0-3.0-9.0","4g0h1m1nmvoq",1145,"Country Owih starts negotiating.","Owih","starts negotiating",6134,2,"starts negotiating","Owih",NA,NA,"3",10,TRUE,NA,TRUE,"filler",0,1,7,14,7.04403289727469,8.72176535714501,"mining3","none","none",NA,"morning","2016-05-03",0,5
"207","hacker","Idog,Eshbu,Titho,Paza,Ezol,Mewep","hebb",14,649772,"0.0-3.0-11.0","4g0h1m1nmvoq",3566,"Hacker Idog wrote computer code Eshbu.","Idog","cracks sth. of",11088,3,"wrote","Idog","Titho","Eshbu","1",12,TRUE,FALSE,FALSE,"analog",0,0.333333333333333,7,14,8.17948018535889,9.31370890495322,"hacker1","order","none","inter-stat","morning","2016-05-03",0,6
"2071","hacker","Idog,Eshbu,Titho,Paza,Ezol,Mewep","hebb",14,649772,"0.0-3.0-11.0","4g0h1m1nmvoq",4385,"Code Eshbu cracks the firewall of company Titho.","Titho","thought of",13376,3,"cracks sth. of","Eshbu","Ezol","Titho","2",12,FALSE,FALSE,FALSE,"analog",0,0,7,14,8.38617292897783,9.50129209329559,"hacker2","order-grasyn","intra-stat","other","morning","2016-05-03",0,6
"2072","hacker","Idog,Eshbu,Titho,Paza,Ezol,Mewep","hebb",14,649772,"0.0-3.0-11.0","4g0h1m1nmvoq",1277,"Company Titho suffers a data loss.","Ezol","suffers sth.",10743,2,"suffers sth.","Titho",NA,NA,"3",12,FALSE,NA,TRUE,"analog",0,0.5,7,14,7.15305163493748,9.28210273820307,"hacker3","none","other",NA,"morning","2016-05-03",0,6
"208","insect","Mawi,Wehif,Ohuy,Pishi,Vipal,Huluw","hebb",15,684873,"0.0-3.0-12.0","4g0h1m1nmvoq",3030,"Perfume Mawi attracts insect Wehif.","Mawi","attacks",8635,4,"attracts","Mawi","Ohuy","Wehif","1",13,TRUE,FALSE,FALSE,"filler",0,0.333333333333333,7,14,8.0166478770578,9.0636947916347,"insect1","order","none","inter-stat","morning","2016-05-03",0,6
"2081","insect","Mawi,Wehif,Ohuy,Pishi,Vipal,Huluw","hebb",15,684873,"0.0-3.0-12.0","4g0h1m1nmvoq",3726,"Insect Wehif attacks woman Ohuy.","Ohuy","attacks",10060,3,"attacks","Wehif","Huluw","Ohuy","2",13,FALSE,FALSE,TRUE,"filler",0,0.333333333333333,7,14,8.22335889947926,9.21642184229205,"insect2","none","intra-stat","other","morning","2016-05-03",0,6
"2082","insect","Mawi,Wehif,Ohuy,Pishi,Vipal,Huluw","hebb",15,684873,"0.0-3.0-12.0","4g0h1m1nmvoq",1108,"Woman Ohuy has an allergic reaction.","Huluw","has an allergic reaction",7019,2,"has an allergic reaction","Ohuy",NA,NA,"3",13,FALSE,NA,TRUE,"filler",0,0.5,7,14,7.01121398735037,8.85651849701986,"insect3","none","other",NA,"morning","2016-05-03",0,6
"209","lawyer","Hoap,Pide,Ebib,Hosen,Igoth,Enwi","hebb",16,723880,"0.0-3.0-13.0","4g0h1m1nmvoq",3812,"Lawyer Hoap finds loophole Pide.","Hoap","finds",9578,3,"finds","Hoap","Pide","Pide","1",14,TRUE,TRUE,TRUE,"analog",0,1,7,14,8.24617155985756,9.16732848138289,"lawyer1","none","none","none","morning","2016-05-03",0,7
"2091","lawyer","Hoap,Pide,Ebib,Hosen,Igoth,Enwi","hebb",16,723880,"0.0-3.0-13.0","4g0h1m1nmvoq",2171,"Loophole Pide bypasses contract of union Ebib.","Pide","files sth.",11581,3,"bypasses sth. of","Pide","Ebib","Ebib","2",14,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,7,14,7.68340368105383,9.35720744778573,"lawyer2","order-grasyn","none","none","morning","2016-05-03",0,7
"2092","lawyer","Hoap,Pide,Ebib,Hosen,Igoth,Enwi","hebb",16,723880,"0.0-3.0-13.0","4g0h1m1nmvoq",1310,"Union Ebib loses a lawsuit.","Ebib","loses sth.",9027,2,"loses sth.","Ebib",NA,NA,"3",14,TRUE,NA,TRUE,"analog",0,1,7,14,7.1785454837637,9.10808613793743,"lawyer3","none","none",NA,"morning","2016-05-03",0,7
"210","meteo","Eefar,Napib,Puvi,Evib,Rove,Uvman","hebb",17,765213,"0.0-3.0-14.0","4g0h1m1nmvoq",4165,"Cloud Eefar collects humidity over ocean Napib.","Eefar","collects humidity over",10507,3,"collects humidity over","Eefar","Napib","Napib","1",15,TRUE,TRUE,TRUE,"filler",0,1,7,14,8.33471162182092,9.25989215080543,"meteo1","none","none","none","morning","2016-05-03",0,7
"2101","meteo","Eefar,Napib,Puvi,Evib,Rove,Uvman","hebb",17,765213,"0.0-3.0-14.0","4g0h1m1nmvoq",4958,"Ocean Napib lies next to the beaches of area Puvi.","Napib","lies next to",13231,4,"lies next to","Napib","Puvi","Puvi","2",15,TRUE,TRUE,TRUE,"filler",0,1,7,14,8.50895938648913,9.49039341726347,"meteo2","none","none","none","morning","2016-05-03",0,7
"2102","meteo","Eefar,Napib,Puvi,Evib,Rove,Uvman","hebb",17,765213,"0.0-3.0-14.0","4g0h1m1nmvoq",833,"Area Puvi is fertile.","Puvi","is fertile",6114,2,"is fertile","Puvi",NA,NA,"3",15,TRUE,NA,TRUE,"filler",0,1,7,14,6.72623340235875,8.71850004812127,"meteo3","none","none",NA,"morning","2016-05-03",0,7
"2111","robber","Paza,Lothe,Lyde,Epnux,Upel,Pide","hebb",3,287256,"0.0-3.0-0.0","4ooppl6176ym",16056,"Criminal Paza learns about security issue Lothe.","Paza","learns about",83895,5,"learns about","Paza","Lothe","Lothe","1",1,TRUE,TRUE,TRUE,"analog",1,1,11,10,9.68390017054968,11.3373332155142,"robber1","none","none","none","morning","2016-04-29",0,1
"2112","robber","Paza,Lothe,Lyde,Epnux,Upel,Pide","hebb",3,287256,"0.0-3.0-0.0","4ooppl6176ym",12442,"Security issue Lothe suspends alarm system of museum Lyde.","Lothe","inspects sth. of",36553,4,"suspends sth. of","Lothe","Lyde","Lyde","2",1,TRUE,TRUE,FALSE,"analog",1,0.666666666666667,11,10,9.42891349477563,10.5065458983144,"robber2","grasyn","none","none","morning","2016-04-29",0,1
"2113","robber","Paza,Lothe,Lyde,Epnux,Upel,Pide","hebb",3,287256,"0.0-3.0-0.0","4ooppl6176ym",3795,"Museum Lyde gets robbed.","Lyde","gets robbed",26334,2,"gets robbed","Lyde",NA,NA,"3",1,TRUE,NA,TRUE,"analog",1,1,11,10,8.24170315972982,10.1786541319175,"robber3","none","none",NA,"morning","2016-04-29",0,1
"2121","employee","Ottha,Thygef,Turow,Kewos,Napib,Fozeh","hebb",4,399063,"0.0-3.0-1.0","4ooppl6176ym",19172,"Employee Ottha is assigned to project Thygef.","Ottha","is assigned to",47249,3,"is assigned to","Ottha","Thygef","Thygef","1",2,TRUE,TRUE,TRUE,"filler",0,1,11,10,9.86125831831839,10.7632079329219,"employee1","none","none","none","morning","2016-04-29",0,1
"2122","employee","Ottha,Thygef,Turow,Kewos,Napib,Fozeh","hebb",4,399063,"0.0-3.0-1.0","4ooppl6176ym",3381,"Project Thygef supports agenda of manager Turow.","Thygef","supports sth. of",26130,3,"supports sth. of","Thygef","Turow","Turow","2",2,TRUE,TRUE,TRUE,"filler",0,1,11,10,8.12622252945853,10.1708776279699,"employee2","none","none","none","morning","2016-04-29",0,1
"2123","employee","Ottha,Thygef,Turow,Kewos,Napib,Fozeh","hebb",4,399063,"0.0-3.0-1.0","4ooppl6176ym",3941,"Manager Turow gets a promotion.","Turow","gets a promotion",10423,2,"gets a promotion","Turow",NA,NA,"3",2,TRUE,NA,TRUE,"filler",0,1,11,10,8.27944348771267,9.25186611880468,"employee3","none","none",NA,"morning","2016-04-29",0,1
"2131","espionage","Eefar,Wutoc,Saly,Ofes,Ifeh,Thisun","hebb",5,480971,"0.0-3.0-2.0","4ooppl6176ym",8374,"Country Eefar trains spy Wutoc.","Eefar","has sth. stolen",22392,4,"trains","Eefar","Wutoc","Wutoc","1",3,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,11,10,9.03300635669327,10.0165036890048,"espionage1","order","none","none","morning","2016-04-29",0,2
"2132","espionage","Eefar,Wutoc,Saly,Ofes,Ifeh,Thisun","hebb",5,480971,"0.0-3.0-2.0","4ooppl6176ym",7166,"Spy Wutoc is hired by Intelligence Agency of country Saly.","Wutoc","trains",14815,3,"is hired by sth. of","Wutoc","Saly","Saly","2",3,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,11,10,8.87724243599392,9.60346295688596,"espionage2","order","none","none","morning","2016-04-29",0,2
"2133","espionage","Eefar,Wutoc,Saly,Ofes,Ifeh,Thisun","hebb",5,480971,"0.0-3.0-2.0","4ooppl6176ym",4058,"Country Saly has its secrets stolen.","Saly","has sth. stolen",23592,2,"has sth. stolen","Saly",NA,NA,"3",3,TRUE,NA,TRUE,"analog",0,1,11,10,8.3086919168389,10.0687053368467,"espionage3","none","none",NA,"morning","2016-04-29",0,2
"214","school","Igoth,Irov,Hadith,Thyra,Molash,Yoges","hebb",6,564564,"0.0-3.0-3.0","4ooppl6176ym",19390,"School girl Igoth hits boy Irov.","Igoth","hits",29660,3,"hits","Igoth","Irov","Irov","1",4,TRUE,TRUE,TRUE,"filler",0,1,11,10,9.87256431988262,10.2975883305652,"school1","none","none","none","morning","2016-04-29",0,2
"2141","school","Igoth,Irov,Hadith,Thyra,Molash,Yoges","hebb",6,564564,"0.0-3.0-3.0","4ooppl6176ym",7226,"Boy Irov reports to teacher Hadith.","Irov","reports to",12276,3,"reports to","Irov","Hadith","Hadith","2",4,TRUE,TRUE,TRUE,"filler",0,1,11,10,8.88557929128298,9.41548287218084,"school2","none","none","none","morning","2016-04-29",0,2
"2142","school","Igoth,Irov,Hadith,Thyra,Molash,Yoges","hebb",6,564564,"0.0-3.0-3.0","4ooppl6176ym",2240,"Teacher Hadith calls parents.","Hadith","calls parents",11289,3,"calls parents","Hadith",NA,NA,"3",4,TRUE,NA,TRUE,"filler",0,1,11,10,7.71467747380093,9.33167265714371,"school3","none","none",NA,"morning","2016-04-29",0,2
"215","lawyer","Lenik,Titho,Afid,Yuxeh,Rothuk,Erok","hebb",7,726196,"0.0-3.0-4.0","4ooppl6176ym",93961,"Lawyer Lenik finds loophole Titho.","Lenik","loses sth.",34517,3,"finds","Lenik","Titho","Titho","1",5,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,11,10,11.4506457241998,10.4492362060913,"lawyer1","order","none","none","morning","2016-04-29",0,3
"2151","lawyer","Lenik,Titho,Afid,Yuxeh,Rothuk,Erok","hebb",7,726196,"0.0-3.0-4.0","4ooppl6176ym",7595,"Loophole Titho bypasses contract of union Afid.","Titho","bypasses sth. of",13466,3,"bypasses sth. of","Titho","Afid","Afid","2",5,TRUE,TRUE,TRUE,"analog",0,1,11,10,8.93537707193218,9.50799752745004,"lawyer2","none","none","none","morning","2016-04-29",0,3
"2152","lawyer","Lenik,Titho,Afid,Yuxeh,Rothuk,Erok","hebb",7,726196,"0.0-3.0-4.0","4ooppl6176ym",1941,"Union Afid loses a lawsuit.","Afid","loses sth.",8643,2,"loses sth.","Afid",NA,NA,"3",5,TRUE,NA,TRUE,"analog",0,1,11,10,7.57147364885127,9.06462071762678,"lawyer3","none","none",NA,"morning","2016-04-29",0,3
"216","insect","Ohuy,Ubug,Gelyp,Vivaf,Awiz,Eshov","hebb",8,792004,"0.0-3.0-5.0","4ooppl6176ym",9510,"Perfume Ohuy attracts insect Ubug.","Ohuy","attracts",16251,3,"attracts","Ohuy","Ubug","Ubug","1",6,TRUE,TRUE,TRUE,"filler",0,1,11,10,9.16020430248239,9.69597125710762,"insect1","none","none","none","morning","2016-04-29",0,3
"2161","insect","Ohuy,Ubug,Gelyp,Vivaf,Awiz,Eshov","hebb",8,792004,"0.0-3.0-5.0","4ooppl6176ym",4358,"Insect Ubug attacks woman Gelyp.","Ubug","attacks",18798,3,"attacks","Ubug","Gelyp","Gelyp","2",6,TRUE,TRUE,TRUE,"filler",0,1,11,10,8.37999795223839,9.84155895591396,"insect2","none","none","none","morning","2016-04-29",0,3
"2162","insect","Ohuy,Ubug,Gelyp,Vivaf,Awiz,Eshov","hebb",8,792004,"0.0-3.0-5.0","4ooppl6176ym",5457,"Woman Gelyp has an allergic reaction.","Gelyp","has an allergic reaction",9920,3,"has an allergic reaction","Gelyp",NA,NA,"3",6,TRUE,NA,TRUE,"filler",0,1,11,10,8.60483770126828,9.2024090016499,"insect3","none","none",NA,"morning","2016-04-29",0,3
"217","crusader","Atmag,Hosen,Mewep,Olef,Ezol,Ahow","hebb",9,894403,"0.0-3.0-6.0","4ooppl6176ym",36418,"Crusader group Atmag bought weapon Hosen.","Atmag","bought",21551,4,"bought","Atmag","Hosen","Hosen","1",7,TRUE,TRUE,TRUE,"analog",0,1,11,10,10.5028458954637,9.97822389865014,"crusader1","none","none","none","morning","2016-04-29",0,4
"2171","crusader","Atmag,Hosen,Mewep,Olef,Ezol,Ahow","hebb",9,894403,"0.0-3.0-6.0","4ooppl6176ym",9761,"Weapon Hosen breaches the fortification of town Mewep.","Hosen","breaches sth. of",22524,3,"breaches sth. of","Hosen","Mewep","Mewep","2",7,TRUE,TRUE,TRUE,"analog",0,1,11,10,9.18625257644709,10.0223810824765,"crusader2","none","none","none","morning","2016-04-29",0,4
"2172","crusader","Atmag,Hosen,Mewep,Olef,Ezol,Ahow","hebb",9,894403,"0.0-3.0-6.0","4ooppl6176ym",1300,"Town Mewep is invaded.","Mewep","is invaded",9332,2,"is invaded","Mewep",NA,NA,"3",7,TRUE,NA,TRUE,"analog",0,1,11,10,7.1708884785125,9.14131178556575,"crusader3","none","none",NA,"morning","2016-04-29",0,4
"218","meteo","Wecin,Ebib,Enwi,Eyem,Ewey,Uyim","hebb",10,988640,"0.0-3.0-7.0","4ooppl6176ym",17009,"Cloud Wecin collects humidity over ocean Ebib.","Wecin","collects humidity over",21676,3,"collects humidity over","Wecin","Ebib","Ebib","1",8,TRUE,TRUE,TRUE,"filler",0,1,11,10,9.74155668538991,9.98400706959492,"meteo1","none","none","none","morning","2016-04-29",0,4
"2181","meteo","Wecin,Ebib,Enwi,Eyem,Ewey,Uyim","hebb",10,988640,"0.0-3.0-7.0","4ooppl6176ym",12488,"Ocean Ebib lies next to the beaches of area Enwi.","Ebib","lies next to",31550,3,"lies next to","Ebib","Enwi","Enwi","2",8,TRUE,TRUE,TRUE,"filler",0,1,11,10,9.43260353586309,10.3593605631881,"meteo2","none","none","none","morning","2016-04-29",0,4
"2182","meteo","Wecin,Ebib,Enwi,Eyem,Ewey,Uyim","hebb",10,988640,"0.0-3.0-7.0","4ooppl6176ym",1424,"Area Enwi is fertile.","Enwi","is fertile",8580,2,"is fertile","Enwi",NA,NA,"3",8,TRUE,NA,TRUE,"filler",0,1,11,10,7.26192709270275,9.05730573580712,"meteo3","none","none",NA,"morning","2016-04-29",0,4
"219","fox","Potho,Ilres,Uhuy,Eshbu,Inag,Mawi","hebb",11,1131847,"0.0-3.0-8.0","4ooppl6176ym",71512,"Fox Potho digs tunnel Ilres.","Potho","digs",18129,3,"digs","Potho","Ilres","Ilres","1",9,TRUE,TRUE,TRUE,"analog",0,1,11,10,11.177634530337,9.8053233037489,"fox1","none","none","none","morning","2016-04-29",0,5
"2191","fox","Potho,Ilres,Uhuy,Eshbu,Inag,Mawi","hebb",11,1131847,"0.0-3.0-8.0","4ooppl6176ym",9009,"Tunnel Ilres leads to coop of chicken Uhuy.","Ilres","leads to sth. of",22307,3,"leads to sth. of","Ilres","Uhuy","Uhuy","2",9,TRUE,TRUE,TRUE,"analog",0,1,11,10,9.10609035060238,10.0127006375094,"fox2","none","none","none","morning","2016-04-29",0,5
"2192","fox","Potho,Ilres,Uhuy,Eshbu,Inag,Mawi","hebb",11,1131847,"0.0-3.0-8.0","4ooppl6176ym",2180,"Chicken Uhuy is devoured.","Uhuy","is devoured",18557,5,"is devoured","Uhuy",NA,NA,"3",9,TRUE,NA,TRUE,"analog",0,1,11,10,7.68753876620163,9.82865624191312,"fox3","none","none",NA,"morning","2016-04-29",0,5
"220","fish","Afi,Dohod,Enmob,Uvman,Assit,Orok","hebb",12,1207212,"0.0-3.0-9.0","4ooppl6176ym",25408,"Fisher Afi cultivates sea grass Dohod.","Afi","cultivates",15643,3,"cultivates","Afi","Dohod","Dohod","1",10,TRUE,TRUE,TRUE,"filler",0,1,11,10,10.142858720955,9.65784273587541,"fish1","none","none","none","morning","2016-04-29",0,5
"2201","fish","Afi,Dohod,Enmob,Uvman,Assit,Orok","hebb",12,1207212,"0.0-3.0-9.0","4ooppl6176ym",11162,"Sea grass Dohod is eaten by fish Enmob.","Dohod","is eaten by",13431,3,"is eaten by","Dohod","Enmob","Enmob","2",10,TRUE,TRUE,TRUE,"filler",0,1,11,10,9.32036001701473,9.50539519875738,"fish2","none","none","none","morning","2016-04-29",0,5
"2202","fish","Afi,Dohod,Enmob,Uvman,Assit,Orok","hebb",12,1207212,"0.0-3.0-9.0","4ooppl6176ym",1831,"Fish Enmob is captured.","Enmob","is captured",6377,2,"is captured","Enmob",NA,NA,"3",10,TRUE,NA,TRUE,"filler",0,1,11,10,7.51316354523408,8.76060984757,"fish3","none","none",NA,"morning","2016-04-29",0,5
"2221","bacteria","Vilux,Pishi,Wehif,Goxos,Vipal,Hize","hebb",14,1295148,"0.0-3.0-11.0","4ooppl6176ym",5576,"Bacteria Vilux emits enzyme Pishi.","Vilux","dissolves sth. of",22675,3,"emits","Vilux","Pishi","Pishi","1",12,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,11,10,8.62640627638955,10.0290623754442,"bacteria1","order","none","none","morning","2016-04-29",0,6
"2222","bacteria","Vilux,Pishi,Wehif,Goxos,Vipal,Hize","hebb",14,1295148,"0.0-3.0-11.0","4ooppl6176ym",4529,"Enzyme Pishi dissolves the membrane of organ Wehif.","Pishi","disintegrates sth. of",22720,3,"dissolves sth. of","Pishi","Wehif","Wehif","2",12,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,11,10,8.41847721847708,10.031044885951,"bacteria2","syno","none","none","morning","2016-04-29",0,6
"2223","bacteria","Vilux,Pishi,Wehif,Goxos,Vipal,Hize","hebb",14,1295148,"0.0-3.0-11.0","4ooppl6176ym",1456,"Organ Wehif fails.","Wehif","fails",8546,2,"fails","Wehif",NA,NA,"3",12,TRUE,NA,TRUE,"analog",0,1,11,10,7.2841348061952,9.05333562316602,"bacteria3","none","none",NA,"morning","2016-04-29",0,6
"2231","mining","Ofpoz,Ihab,Vuloz,Upum,Puvi,Felac","hebb",15,1363968,"0.0-3.0-12.0","4ooppl6176ym",9895,"Mining company Ofpoz has a lot of resource Ihab.","Ofpoz","has a lot of",22782,3,"has a lot of","Ofpoz","Ihab","Ihab","1",13,TRUE,TRUE,TRUE,"filler",0,1,11,10,9.19988591407232,10.0337699227991,"mining1","none","none","none","morning","2016-04-29",0,6
"2232","mining","Ofpoz,Ihab,Vuloz,Upum,Puvi,Felac","hebb",15,1363968,"0.0-3.0-12.0","4ooppl6176ym",3056,"Resource Ihab is sparse in country Vuloz.","Ihab","is sparse in",21703,3,"is sparse in","Ihab","Vuloz","Vuloz","2",13,TRUE,TRUE,TRUE,"filler",0,1,11,10,8.02518932189084,9.98525185433877,"mining2","none","none","none","morning","2016-04-29",0,6
"2233","mining","Ofpoz,Ihab,Vuloz,Upum,Puvi,Felac","hebb",15,1363968,"0.0-3.0-12.0","4ooppl6176ym",1707,"Country Vuloz starts negotiating.","Vuloz","starts negotiating",8166,2,"starts negotiating","Vuloz",NA,NA,"3",13,TRUE,NA,TRUE,"filler",0,1,11,10,7.44307837434852,9.00785692335828,"mining3","none","none",NA,"morning","2016-04-29",0,6
"224","hacker","Avyth,Upno,Olag,Hoap,Huluw,Owih","hebb",16,1435312,"0.0-3.0-13.0","4ooppl6176ym",8829,"Hacker Avyth wrote computer code Upno.","Avyth","wrote",8894,3,"wrote","Avyth","Upno","Upno","1",14,TRUE,TRUE,TRUE,"analog",0,1,11,10,9.08591029359801,9.09324460009994,"hacker1","none","none","none","morning","2016-04-29",0,7
"2241","hacker","Avyth,Upno,Olag,Hoap,Huluw,Owih","hebb",16,1435312,"0.0-3.0-13.0","4ooppl6176ym",3680,"Code Upno cracks the firewall of company Olag.","Upno","cracks sth. of",22665,5,"cracks sth. of","Upno","Avyth","Olag","2",14,TRUE,FALSE,TRUE,"analog",0,0.666666666666667,11,10,8.21093973337902,10.0286212832929,"hacker2","none","none","inter-stat","morning","2016-04-29",0,7
"2242","hacker","Avyth,Upno,Olag,Hoap,Huluw,Owih","hebb",16,1435312,"0.0-3.0-13.0","4ooppl6176ym",1474,"Company Olag suffers a data loss.","Avyth","suffers sth.",24290,2,"suffers sth.","Olag",NA,NA,"3",14,FALSE,NA,TRUE,"analog",0,0.5,11,10,7.29641326877392,10.0978611903542,"hacker3","none","inter-stat",NA,"morning","2016-04-29",0,7
"225","farm","Uwit,Kawud,Evib,Rove,Gena,Thuha","hebb",17,1507160,"0.0-3.0-14.0","4ooppl6176ym",9154,"Farmer Uwit bought machine Kawud.","Uwit","bought",17565,4,"bought","Uwit","Kawud","Kawud","1",15,TRUE,TRUE,TRUE,"filler",0,1,11,10,9.12205545710861,9.77372049447706,"farm1","none","none","none","morning","2016-04-29",0,7
"2251","farm","Uwit,Kawud,Evib,Rove,Gena,Thuha","hebb",17,1507160,"0.0-3.0-14.0","4ooppl6176ym",3333,"Machine Kawud can collect fruit of plant Evib.","Kawud","can collect",25371,3,"can collect","Kawud","Evib","Evib","2",15,TRUE,TRUE,TRUE,"filler",0,1,11,10,8.11192806331074,10.1414014827538,"farm2","none","none","none","morning","2016-04-29",0,7
"2252","farm","Uwit,Kawud,Evib,Rove,Gena,Thuha","hebb",17,1507160,"0.0-3.0-14.0","4ooppl6176ym",2582,"Plant Evib are harvested automatically.","Evib","are harvested automatically",12334,2,"are harvested automatically","Evib",NA,NA,"3",15,TRUE,NA,TRUE,"filler",0,1,11,10,7.85670679309584,9.42019602896346,"farm3","none","none",NA,"morning","2016-04-29",0,7
"226","insect","Ebib,Hize,Eshov,Uwit,Enwi,Ilres","hebb",3,270748,"0.0-3.0-0.0","4rf4j3c300qq",5719,"Perfume Ebib attracts insect Hize.","Ebib","attracts",36358,3,"attracts","Ebib","Hize","Hize","1",1,TRUE,TRUE,TRUE,"filler",1,1,9,11,8.65172408437384,10.5011970451629,"insect1","none","none","none","morning","2016-05-13",1,1
"2261","insect","Ebib,Hize,Eshov,Uwit,Enwi,Ilres","hebb",3,270748,"0.0-3.0-0.0","4rf4j3c300qq",11481,"Insect Hize attacks woman Eshov.","Hize","attacks",26937,3,"attacks","Hize","Eshov","Eshov","2",1,TRUE,TRUE,TRUE,"filler",1,1,9,11,9.34853587072758,10.2012932081588,"insect2","none","none","none","morning","2016-05-13",1,1
"2262","insect","Ebib,Hize,Eshov,Uwit,Enwi,Ilres","hebb",3,270748,"0.0-3.0-0.0","4rf4j3c300qq",6790,"Woman Eshov has an allergic reaction.","Eshov","has an allergic reaction",12613,2,"has an allergic reaction","Eshov",NA,NA,"3",1,TRUE,NA,TRUE,"filler",1,1,9,11,8.82335348511379,9.4425625872236,"insect3","none","none",NA,"morning","2016-05-13",1,1
"227","crusader","Avyth,Wecin,Lyde,Afid,Puvi,Ada","hebb",4,408200,"0.0-3.0-1.0","4rf4j3c300qq",10001,"Crusader group Avyth bought weapon Wecin.","Avyth","bought",17899,3,"bought","Avyth","Wecin","Wecin","1",2,TRUE,TRUE,TRUE,"analog",0,1,9,11,9.21054035197885,9.79255599182885,"crusader1","none","none","none","morning","2016-05-13",1,1
"2271","crusader","Avyth,Wecin,Lyde,Afid,Puvi,Ada","hebb",4,408200,"0.0-3.0-1.0","4rf4j3c300qq",7403,"Weapon Wecin breaches the fortification of town Lyde.","Wecin","acquired",79538,5,"breaches sth. of","Wecin","Lyde","Lyde","2",2,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,9,11,8.90977567369339,11.284002746392,"crusader2","order-syno","none","none","morning","2016-05-13",1,1
"2272","crusader","Avyth,Wecin,Lyde,Afid,Puvi,Ada","hebb",4,408200,"0.0-3.0-1.0","4rf4j3c300qq",2472,"Town Lyde is invaded.","Lyde","is invaded",18614,2,"is invaded","Lyde",NA,NA,"3",2,TRUE,NA,TRUE,"analog",0,1,9,11,7.81318726752142,9.83172298630682,"crusader3","none","none",NA,"morning","2016-05-13",1,1
"228","mining","Idog,Wehif,Huluw,Ifeh,Dohod,Thuha","hebb",5,514509,"0.0-3.0-2.0","4rf4j3c300qq",8862,"Mining company Idog has a lot of resource Wehif.","Idog","has a lot of",49489,3,"has a lot of","Idog","Wehif","Wehif","1",3,TRUE,TRUE,TRUE,"filler",0,1,9,11,9.0896405867384,10.8095259079459,"mining1","none","none","none","morning","2016-05-13",1,2
"2281","mining","Idog,Wehif,Huluw,Ifeh,Dohod,Thuha","hebb",5,514509,"0.0-3.0-2.0","4rf4j3c300qq",11312,"Resource Wehif is sparse in country Huluw.","Wehif","is sparse in",23392,3,"is sparse in","Wehif","Huluw","Huluw","2",3,TRUE,TRUE,TRUE,"filler",0,1,9,11,9.33370778592647,10.0601921112938,"mining2","none","none","none","morning","2016-05-13",1,2
"2282","mining","Idog,Wehif,Huluw,Ifeh,Dohod,Thuha","hebb",5,514509,"0.0-3.0-2.0","4rf4j3c300qq",3499,"Country Huluw starts negotiating.","Huluw","starts negotiating",8233,2,"starts negotiating","Huluw",NA,NA,"3",3,TRUE,NA,TRUE,"filler",0,1,9,11,8.1605182474775,9.01602720232985,"mining3","none","none",NA,"morning","2016-05-13",1,2
"229","bacteria","Inag,Fozeh,Ihab,Turow,Uyim,Uhuy","hebb",6,641852,"0.0-3.0-3.0","4rf4j3c300qq",31820,"Bacteria Inag emits enzyme Fozeh.","Inag","emits",24108,3,"emits","Inag","Fozeh","Fozeh","1",4,TRUE,TRUE,TRUE,"analog",0,1,9,11,10.3678817281736,10.0903404937493,"bacteria1","none","none","none","morning","2016-05-13",1,2
