"","title","names","trial_type","trial_index","time_elapsed","internal_node_id","sessionCode","timeReading","fullStat","name1","relation","timeDrag","ndrags","rel_sol","name1_sol","name2","name2_sol","statIdx","stoIdx","name1_cor","name2_cor","rel_cor","condition","first","overall_cor","NFC","FI","timeReadingLog","timeDragLog","uniqueStatement","relError","name1_error","name2_error","dayblock","date","design","stoIdx2"
"1822","farm","Goxos,Aid,Thyra,Izdep,Vuloz,Hize","hebb",4,161398,"0.0-3.0-1.0","3wen4q2je7lr",5819,"Machine Aid can collect fruit of plant Thyra.","Thyra","can collect",12676,3,"can collect","Aid","Hize","Thyra","2",2,FALSE,FALSE,TRUE,"filler",0,0.333333333333333,10,22,8.66905554072548,9.44754460693873,"farm2","none","intra-stat","other","morning","2016-05-03",0,1
"1823","farm","Goxos,Aid,Thyra,Izdep,Vuloz,Hize","hebb",4,161398,"0.0-3.0-1.0","3wen4q2je7lr",1887,"Plant Thyra are harvested automatically.","Hize","are harvested automatically",6801,2,"are harvested automatically","Thyra",NA,NA,"3",2,FALSE,NA,TRUE,"filler",0,0.5,10,22,7.54327334670545,8.82497196556714,"farm3","none","other",NA,"morning","2016-05-03",0,1
"183","lawyer","Lothe,Vilux,Huluw,Wecin,Uyim,Enmob","hebb",5,206767,"0.0-3.0-2.0","3wen4q2je7lr",5850,"Lawyer Lothe finds loophole Vilux.","Lothe","finds",12263,3,"finds","Lothe","Vilux","Vilux","1",3,TRUE,TRUE,TRUE,"analog",0,1,10,22,8.67436786578824,9.41442342055165,"lawyer1","none","none","none","morning","2016-05-03",0,2
"1831","lawyer","Lothe,Vilux,Huluw,Wecin,Uyim,Enmob","hebb",5,206767,"0.0-3.0-2.0","3wen4q2je7lr",5070,"Loophole Vilux bypasses contract of union Huluw.","Vilux","bypasses sth. of",10480,3,"bypasses sth. of","Vilux","Huluw","Huluw","2",3,TRUE,TRUE,TRUE,"analog",0,1,10,22,8.53129331579502,9.25731937317018,"lawyer2","none","none","none","morning","2016-05-03",0,2
"1832","lawyer","Lothe,Vilux,Huluw,Wecin,Uyim,Enmob","hebb",5,206767,"0.0-3.0-2.0","3wen4q2je7lr",4326,"Union Huluw loses a lawsuit.","Huluw","loses sth.",5875,2,"loses sth.","Huluw",NA,NA,"3",3,TRUE,NA,TRUE,"analog",0,1,10,22,8.37262974022488,8.67863153729377,"lawyer3","none","none",NA,"morning","2016-05-03",0,2
"184","school","Fozeh,Roze,Vipal,Saly,Wutoc,Ifeh","hebb",6,253889,"0.0-3.0-3.0","3wen4q2je7lr",9241,"School girl Fozeh hits boy Roze.","Fozeh","hits",13227,3,"hits","Fozeh","Roze","Roze","1",4,TRUE,TRUE,TRUE,"filler",0,1,10,22,9.13151359143021,9.49009107410168,"school1","none","none","none","morning","2016-05-03",0,2
"1841","school","Fozeh,Roze,Vipal,Saly,Wutoc,Ifeh","hebb",6,253889,"0.0-3.0-3.0","3wen4q2je7lr",2425,"Boy Roze reports to teacher Vipal.","Roze","reports to",8203,3,"reports to","Roze","Vipal","Vipal","2",4,TRUE,TRUE,TRUE,"filler",0,1,10,22,7.793999089504,9.01237711919227,"school2","none","none","none","morning","2016-05-03",0,2
"1842","school","Fozeh,Roze,Vipal,Saly,Wutoc,Ifeh","hebb",6,253889,"0.0-3.0-3.0","3wen4q2je7lr",4976,"Teacher Vipal calls parents.","Vipal","calls parents",7543,3,"calls parents","Vipal",NA,NA,"3",4,TRUE,NA,TRUE,"filler",0,1,10,22,8.51258257885855,8.92850782431329,"school3","none","none",NA,"morning","2016-05-03",0,2
"185","hacker","Felac,Turow,Igoth,Eshov,Vivaf,Ofpoz","hebb",7,317914,"0.0-3.0-4.0","3wen4q2je7lr",5834,"Hacker Felac wrote computer code Turow.","Felac","wrote",32898,5,"wrote","Felac","Turow","Turow","1",5,TRUE,TRUE,TRUE,"analog",0,1,10,22,8.67162954472066,10.4011975411547,"hacker1","none","none","none","morning","2016-05-03",0,3
"1851","hacker","Felac,Turow,Igoth,Eshov,Vivaf,Ofpoz","hebb",7,317914,"0.0-3.0-4.0","3wen4q2je7lr",4129,"Code Turow cracks the firewall of company Igoth.","Turow","cracks sth. of",11314,3,"cracks sth. of","Turow","Igoth","Igoth","2",5,TRUE,TRUE,TRUE,"analog",0,1,10,22,8.32603268595508,9.33388455806764,"hacker2","none","none","none","morning","2016-05-03",0,3
"1852","hacker","Felac,Turow,Igoth,Eshov,Vivaf,Ofpoz","hebb",7,317914,"0.0-3.0-4.0","3wen4q2je7lr",2365,"Company Igoth suffers a data loss.","Igoth","suffers sth.",5972,2,"suffers sth.","Igoth",NA,NA,"3",5,TRUE,NA,TRUE,"analog",0,1,10,22,7.76895604453833,8.69500459273231,"hacker3","none","none",NA,"morning","2016-05-03",0,3
"186","insect","Paza,Irov,Eefar,Upel,Ottha,Puvi","hebb",8,369416,"0.0-3.0-5.0","3wen4q2je7lr",9034,"Perfume Paza attracts insect Irov.","Paza","attracts",15045,3,"attracts","Paza","Irov","Irov","1",6,TRUE,TRUE,TRUE,"filler",0,1,10,22,9.10886120302633,9.61886745412017,"insect1","none","none","none","morning","2016-05-03",0,3
"1861","insect","Paza,Irov,Eefar,Upel,Ottha,Puvi","hebb",8,369416,"0.0-3.0-5.0","3wen4q2je7lr",5587,"Insect Irov attacks woman Eefar.","Irov","attacks",8985,3,"attacks","Irov","Eefar","Eefar","2",6,TRUE,TRUE,TRUE,"filler",0,1,10,22,8.62837672037685,9.10342308963011,"insect2","none","none","none","morning","2016-05-03",0,3
"1862","insect","Paza,Irov,Eefar,Upel,Ottha,Puvi","hebb",8,369416,"0.0-3.0-5.0","3wen4q2je7lr",4701,"Woman Eefar has an allergic reaction.","Eefar","has an allergic reaction",6626,2,"has an allergic reaction","Eefar",NA,NA,"3",6,TRUE,NA,TRUE,"filler",0,1,10,22,8.45574322910002,8.79890749208823,"insect3","none","none",NA,"morning","2016-05-03",0,3
"187","bacteria","Thisun,Yoges,Enwi,Kewos,Avyth,Lyde","hebb",9,424149,"0.0-3.0-6.0","3wen4q2je7lr",11351,"Bacteria Thisun emits enzyme Yoges.","Yoges","emits",17002,3,"emits","Thisun","Thisun","Yoges","1",7,FALSE,FALSE,TRUE,"analog",0,0.333333333333333,10,22,9.33714921883988,9.74114507805749,"bacteria1","none","intra-stat","intra-stat","morning","2016-05-03",0,4
"1871","bacteria","Thisun,Yoges,Enwi,Kewos,Avyth,Lyde","hebb",9,424149,"0.0-3.0-6.0","3wen4q2je7lr",6063,"Enzyme Yoges dissolves the membrane of organ Enwi.","Thisun","dissolves sth. of",11260,3,"dissolves sth. of","Yoges","Enwi","Enwi","2",7,FALSE,TRUE,TRUE,"analog",0,0.666666666666667,10,22,8.71012492732221,9.32910070769702,"bacteria2","none","inter-stat","none","morning","2016-05-03",0,4
"1872","bacteria","Thisun,Yoges,Enwi,Kewos,Avyth,Lyde","hebb",9,424149,"0.0-3.0-6.0","3wen4q2je7lr",2199,"Organ Enwi fails.","Enwi","fails",5350,2,"fails","Enwi",NA,NA,"3",7,TRUE,NA,TRUE,"analog",0,1,10,22,7.69621263934641,8.5850387383113,"bacteria3","none","none",NA,"morning","2016-05-03",0,4
"188","fish","Evib,Thuha,Ada,Uhuy,Inag,Wehif","hebb",10,473169,"0.0-3.0-7.0","3wen4q2je7lr",7676,"Fisher Evib cultivates sea grass Thuha.","Evib","cultivates",14434,3,"cultivates","Evib","Thuha","Thuha","1",8,TRUE,TRUE,TRUE,"filler",0,1,10,22,8.9459841248279,9.57741109209704,"fish1","none","none","none","morning","2016-05-03",0,4
"1881","fish","Evib,Thuha,Ada,Uhuy,Inag,Wehif","hebb",10,473169,"0.0-3.0-7.0","3wen4q2je7lr",5286,"Sea grass Thuha is eaten by fish Ada.","Thuha","is eaten by",12834,3,"is eaten by","Thuha","Ada","Ada","2",8,TRUE,TRUE,TRUE,"filler",0,1,10,22,8.57300625623545,9.45993109330524,"fish2","none","none","none","morning","2016-05-03",0,4
"1882","fish","Evib,Thuha,Ada,Uhuy,Inag,Wehif","hebb",10,473169,"0.0-3.0-7.0","3wen4q2je7lr",1089,"Fish Ada is captured.","Ada","is captured",6196,2,"is captured","Ada",NA,NA,"3",8,TRUE,NA,TRUE,"filler",0,1,10,22,6.99393297522319,8.73182058296211,"fish3","none","none",NA,"morning","2016-05-03",0,4
"189","crusader","Ahow,Upum,Ubug,Eyem,Hosen,Itbob","hebb",11,526456,"0.0-3.0-8.0","3wen4q2je7lr",6592,"Crusader group Ahow bought weapon Upum.","Ahow","bought",19207,3,"bought","Ahow","Ubug","Upum","1",9,TRUE,FALSE,TRUE,"analog",0,0.666666666666667,10,22,8.7937637591133,9.86308213790109,"crusader1","none","none","inter-stat","morning","2016-05-03",0,5
"1891","crusader","Ahow,Upum,Ubug,Eyem,Hosen,Itbob","hebb",11,526456,"0.0-3.0-8.0","3wen4q2je7lr",5406,"Weapon Upum breaches the fortification of town Ubug.","Ubug","breaches sth. of",13067,4,"breaches sth. of","Upum","Upum","Ubug","2",9,FALSE,FALSE,TRUE,"analog",0,0.333333333333333,10,22,8.595449689382,9.47792177272096,"crusader2","none","intra-stat","intra-stat","morning","2016-05-03",0,5
"1892","crusader","Ahow,Upum,Ubug,Eyem,Hosen,Itbob","hebb",11,526456,"0.0-3.0-8.0","3wen4q2je7lr",2037,"Town Ubug is invaded.","Upum","is invaded",5470,2,"is invaded","Ubug",NA,NA,"3",9,FALSE,NA,TRUE,"analog",0,0.5,10,22,7.61972421378267,8.60721669406383,"crusader3","none","inter-stat",NA,"morning","2016-05-03",0,5
"190","meteo","Pishi,Ofes,Ewey,Owih,Uvman,Zimob","hebb",12,610773,"0.0-3.0-9.0","3wen4q2je7lr",9370,"Cloud Pishi collects humidity over ocean Ofes.","Pishi","collects humidity over",36567,4,"collects humidity over","Pishi","Ofes","Ofes","1",10,TRUE,TRUE,TRUE,"filler",0,1,10,22,9.14537509312382,10.5069288200116,"meteo1","none","none","none","morning","2016-05-03",0,5
"1901","meteo","Pishi,Ofes,Ewey,Owih,Uvman,Zimob","hebb",12,610773,"0.0-3.0-9.0","3wen4q2je7lr",4227,"Ocean Ofes lies next to the beaches of area Ewey.","Ofes","lies next to",25143,3,"lies next to","Ofes","Ewey","Ewey","2",10,TRUE,TRUE,TRUE,"filler",0,1,10,22,8.34948434699013,10.1323745784774,"meteo2","none","none","none","morning","2016-05-03",0,5
"1902","meteo","Pishi,Ofes,Ewey,Owih,Uvman,Zimob","hebb",12,610773,"0.0-3.0-9.0","3wen4q2je7lr",1460,"Area Ewey is fertile.","Ewey","is humid",6038,2,"is fertile","Ewey",NA,NA,"3",10,TRUE,NA,FALSE,"filler",0,0.5,10,22,7.2868764117507,8.7059937143079,"meteo3","syno","none",NA,"morning","2016-05-03",0,5
"1921","espionage","Ezol,Rove,Assit,Olef,Ebib,Lenik","hebb",14,677147,"0.0-3.0-11.0","3wen4q2je7lr",7010,"Country Ezol trains spy Rove.","Ezol","trains",15170,3,"trains","Ezol","Rove","Rove","1",12,TRUE,TRUE,TRUE,"analog",0,1,10,22,8.85523562320697,9.62714098974809,"espionage1","none","none","none","morning","2016-05-03",0,6
"1922","espionage","Ezol,Rove,Assit,Olef,Ebib,Lenik","hebb",14,677147,"0.0-3.0-11.0","3wen4q2je7lr",1161,"Spy Rove is hired by Intelligence Agency of country Assit.","Rove","instructs",14371,5,"is hired by sth. of","Rove","Ezol","Assit","2",12,TRUE,FALSE,FALSE,"analog",0,0.333333333333333,10,22,7.05789793741186,9.57303714823341,"espionage2","order-syno","none","inter-stat","morning","2016-05-03",0,6
"1923","espionage","Ezol,Rove,Assit,Olef,Ebib,Lenik","hebb",14,677147,"0.0-3.0-11.0","3wen4q2je7lr",434,"Country Assit has its secrets stolen.","Ezol","is fired by sth. of",5680,2,"has sth. stolen","Assit",NA,NA,"3",12,FALSE,NA,FALSE,"analog",0,0,10,22,6.07534603108868,8.64488255255713,"espionage3","order-grasyn","inter-stat",NA,"morning","2016-05-03",0,6
"193","mining","Olag,Ilres,Hoap,Gabit,Napib,Uwit","hebb",15,749793,"0.0-3.0-12.0","3wen4q2je7lr",9976,"Mining company Olag has a lot of resource Ilres.","Olag","starts brokering",25071,3,"has a lot of","Olag","Ilres","Ilres","1",13,TRUE,TRUE,FALSE,"filler",0,0.666666666666667,10,22,9.20803772291351,10.1295069645958,"mining1","order-syno","none","none","morning","2016-05-03",0,6
"1931","mining","Olag,Ilres,Hoap,Gabit,Napib,Uwit","hebb",15,749793,"0.0-3.0-12.0","3wen4q2je7lr",4623,"Resource Ilres is sparse in country Hoap.","Ilres","is sparse in",20681,3,"is sparse in","Ilres","Olag","Hoap","2",13,TRUE,FALSE,TRUE,"filler",0,0.666666666666667,10,22,8.43901541035221,9.93701903574492,"mining2","none","none","inter-stat","morning","2016-05-03",0,6
"1932","mining","Olag,Ilres,Hoap,Gabit,Napib,Uwit","hebb",15,749793,"0.0-3.0-12.0","3wen4q2je7lr",2134,"Country Hoap starts negotiating.","Olag","starts negotiating",8651,2,"starts negotiating","Hoap",NA,NA,"3",13,FALSE,NA,TRUE,"filler",0,0.5,10,22,7.66622192566273,9.06554578707295,"mining3","none","inter-stat",NA,"morning","2016-05-03",0,6
"194","fox","Gena,Eshbu,Ribi,Meuf,Awiz,Ihab","hebb",16,831560,"0.0-3.0-13.0","3wen4q2je7lr",8300,"Fox Gena digs tunnel Eshbu.","Gena","digs",16934,3,"digs","Gena","Eshbu","Eshbu","1",14,TRUE,TRUE,TRUE,"analog",0,1,10,22,9.02413126845503,9.73713776525187,"fox1","none","none","none","morning","2016-05-03",0,7
"1941","fox","Gena,Eshbu,Ribi,Meuf,Awiz,Ihab","hebb",16,831560,"0.0-3.0-13.0","3wen4q2je7lr",4775,"Tunnel Eshbu leads to coop of chicken Ribi.","Eshbu","leads to sth. of",17922,5,"leads to sth. of","Eshbu","Ribi","Ribi","2",14,TRUE,TRUE,TRUE,"analog",0,1,10,22,8.47135865507244,9.7938400832316,"fox2","none","none","none","morning","2016-05-03",0,7
"1942","fox","Gena,Eshbu,Ribi,Meuf,Awiz,Ihab","hebb",16,831560,"0.0-3.0-13.0","3wen4q2je7lr",1449,"Chicken Ribi is devoured.","Ribi","is devoured",30876,2,"is devoured","Ribi",NA,NA,"3",14,TRUE,NA,TRUE,"analog",0,1,10,22,7.27931883541462,10.3377668491603,"fox3","none","none",NA,"morning","2016-05-03",0,7
"195","employee","Hoyl,Potho,Ohuy,Epnux,Upno,Gelyp","hebb",17,882707,"0.0-3.0-14.0","3wen4q2je7lr",8334,"Employee Hoyl is assigned to project Potho.","Hoyl","is assigned to",16710,3,"is assigned to","Hoyl","Potho","Potho","1",15,TRUE,TRUE,TRUE,"filler",0,1,10,22,9.02821879518489,9.72382246420338,"employee1","none","none","none","morning","2016-05-03",0,7
"1951","employee","Hoyl,Potho,Ohuy,Epnux,Upno,Gelyp","hebb",17,882707,"0.0-3.0-14.0","3wen4q2je7lr",4732,"Project Potho supports agenda of manager Ohuy.","Potho","supports sth. of",7952,3,"supports sth. of","Potho","Ohuy","Ohuy","2",15,TRUE,TRUE,TRUE,"filler",0,1,10,22,8.46231452990625,8.98130449495713,"employee2","none","none","none","morning","2016-05-03",0,7
"1952","employee","Hoyl,Potho,Ohuy,Epnux,Upno,Gelyp","hebb",17,882707,"0.0-3.0-14.0","3wen4q2je7lr",4036,"Manager Ohuy gets a promotion.","Ohuy","gets a promotion",7856,2,"gets a promotion","Ohuy",NA,NA,"3",15,TRUE,NA,TRUE,"filler",0,1,10,22,8.30325712085294,8.96916013317582,"employee3","none","none",NA,"morning","2016-05-03",0,7
"196","fox","Eshov,Thuha,Vilux,Vivaf,Olef,Hize","hebb",3,140928,"0.0-3.0-0.0","4g0h1m1nmvoq",8578,"Fox Eshov digs tunnel Thuha.","Eshov","leads to sth. of",14493,3,"digs","Eshov","Thuha","Thuha","1",1,TRUE,TRUE,FALSE,"analog",1,0.666666666666667,7,14,9.05707263557296,9.58149004966923,"fox1","order","none","none","morning","2016-05-03",0,1
"1961","fox","Eshov,Thuha,Vilux,Vivaf,Olef,Hize","hebb",3,140928,"0.0-3.0-0.0","4g0h1m1nmvoq",3706,"Tunnel Thuha leads to coop of chicken Vilux.","Thuha","wants",20658,3,"leads to sth. of","Thuha","Vilux","Vilux","2",1,TRUE,TRUE,FALSE,"analog",1,0.666666666666667,7,14,8.21797820315073,9.93590633879163,"fox2","order-grasyn","none","none","morning","2016-05-03",0,1
"1962","fox","Eshov,Thuha,Vilux,Vivaf,Olef,Hize","hebb",3,140928,"0.0-3.0-0.0","4g0h1m1nmvoq",5541,"Chicken Vilux is devoured.","Vilux","is devoured",7677,2,"is devoured","Vilux",NA,NA,"3",1,TRUE,NA,TRUE,"analog",1,1,7,14,8.62011072542292,8.94611437556074,"fox3","none","none",NA,"morning","2016-05-03",0,1
"197","fish","Awiz,Enmob,Inag,Thygef,Ilres,Itbob","hebb",4,206996,"0.0-3.0-1.0","4g0h1m1nmvoq",4107,"Fisher Awiz cultivates sea grass Enmob.","Awiz","cultivates",29257,5,"cultivates","Awiz","Enmob","Enmob","1",2,TRUE,TRUE,TRUE,"filler",0,1,7,14,8.32069157104845,10.283908319538,"fish1","none","none","none","morning","2016-05-03",0,1
"1971","fish","Awiz,Enmob,Inag,Thygef,Ilres,Itbob","hebb",4,206996,"0.0-3.0-1.0","4g0h1m1nmvoq",4773,"Sea grass Enmob is eaten by fish Inag.","Enmob","cultivates",12414,3,"is eaten by","Enmob","Inag","Inag","2",2,TRUE,TRUE,FALSE,"filler",0,0.666666666666667,7,14,8.47093980689877,9.42666069794227,"fish2","order","none","none","morning","2016-05-03",0,1
"1972","fish","Awiz,Enmob,Inag,Thygef,Ilres,Itbob","hebb",4,206996,"0.0-3.0-1.0","4g0h1m1nmvoq",2223,"Fish Inag is captured.","Inag","is digested",11770,2,"is captured","Inag",NA,NA,"3",2,TRUE,NA,FALSE,"filler",0,0.5,7,14,7.70706265537047,9.37339415841248,"fish3","grasyn","none",NA,"morning","2016-05-03",0,1
"198","espionage","Fozeh,Upno,Kawud,Orok,Atmag,Ribi","hebb",5,257414,"0.0-3.0-2.0","4g0h1m1nmvoq",5930,"Country Fozeh trains spy Upno.","Fozeh","trains",11900,3,"trains","Fozeh","Upno","Upno","1",3,TRUE,TRUE,TRUE,"analog",0,1,7,14,8.68794811183873,9.38437770918244,"espionage1","none","none","none","morning","2016-05-03",0,2
"1981","espionage","Fozeh,Upno,Kawud,Orok,Atmag,Ribi","hebb",5,257414,"0.0-3.0-2.0","4g0h1m1nmvoq",4751,"Spy Upno is hired by Intelligence Agency of country Kawud.","Upno","is employed by sth. of",13640,3,"is hired by sth. of","Upno","Kawud","Kawud","2",3,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,7,14,8.46632086104248,9.52083524249312,"espionage2","syno","none","none","morning","2016-05-03",0,2
"1982","espionage","Fozeh,Upno,Kawud,Orok,Atmag,Ribi","hebb",5,257414,"0.0-3.0-2.0","4g0h1m1nmvoq",3288,"Country Kawud has its secrets stolen.","Kawud","has sth. stolen",9376,2,"has sth. stolen","Kawud",NA,NA,"3",3,TRUE,NA,TRUE,"analog",0,1,7,14,8.09833884618906,9.14601516141962,"espionage3","none","none",NA,"morning","2016-05-03",0,2
"199","employee","Yoges,Afid,Zimob,Uwit,Saly,Avyth","hebb",6,314632,"0.0-3.0-3.0","4g0h1m1nmvoq",2704,"Employee Yoges is assigned to project Afid.","Afid","supports sth. of",23401,3,"is assigned to","Yoges","Zimob","Afid","1",4,FALSE,FALSE,FALSE,"filler",0,0,7,14,7.90285719128058,10.0605767677789,"employee1","order","intra-stat","inter-stat","morning","2016-05-03",0,2
"1991","employee","Yoges,Afid,Zimob,Uwit,Saly,Avyth","hebb",6,314632,"0.0-3.0-3.0","4g0h1m1nmvoq",3115,"Project Afid supports agenda of manager Zimob.","Zimob","supports sth. of",18062,3,"supports sth. of","Afid","Afid","Zimob","2",4,FALSE,FALSE,TRUE,"filler",0,0.333333333333333,7,14,8.04430540699064,9.80162092613256,"employee2","none","intra-stat","intra-stat","morning","2016-05-03",0,2
"1992","employee","Yoges,Afid,Zimob,Uwit,Saly,Avyth","hebb",6,314632,"0.0-3.0-3.0","4g0h1m1nmvoq",2205,"Manager Zimob gets a promotion.","Afid","gets a promotion",6029,2,"gets a promotion","Zimob",NA,NA,"3",4,FALSE,NA,TRUE,"filler",0,0.5,7,14,7.69893619981345,8.70450228972123,"employee3","none","inter-stat",NA,"morning","2016-05-03",0,2
"200","robber","Upel,Hoyl,Felac,Uyim,Lyde,Gelyp","hebb",7,362759,"0.0-3.0-4.0","4g0h1m1nmvoq",5908,"Criminal Upel learns about security issue Hoyl.","Upel","finds out about",15654,4,"learns about","Upel","Felac","Hoyl","1",5,TRUE,FALSE,FALSE,"analog",0,0.333333333333333,7,14,8.68423189134568,9.65854563376051,"robber1","syno","none","inter-stat","morning","2016-05-03",0,3
"2001","robber","Upel,Hoyl,Felac,Uyim,Lyde,Gelyp","hebb",7,362759,"0.0-3.0-4.0","4g0h1m1nmvoq",4513,"Security issue Hoyl suspends alarm system of museum Felac.","Felac","learns about",12685,3,"suspends sth. of","Hoyl","Hoyl","Felac","2",5,FALSE,FALSE,FALSE,"analog",0,0,7,14,8.41493895737748,9.44825430219384,"robber2","order","intra-stat","intra-stat","morning","2016-05-03",0,3
"2002","robber","Upel,Hoyl,Felac,Uyim,Lyde,Gelyp","hebb",7,362759,"0.0-3.0-4.0","4g0h1m1nmvoq",1519,"Museum Felac gets robbed.","Hoyl","gets robbed",6317,2,"gets robbed","Felac",NA,NA,"3",5,FALSE,NA,TRUE,"analog",0,0.5,7,14,7.32646561384032,8.75115798136203,"robber3","none","inter-stat",NA,"morning","2016-05-03",0,3
"2011","farm","Assit,Meuf,Roze,Ifeh,Hadith,Ofpoz","hebb",8,415124,"0.0-3.0-5.0","4g0h1m1nmvoq",6815,"Farmer Assit bought machine Meuf.","Assit","bought",15565,3,"bought","Assit","Meuf","Meuf","1",6,TRUE,TRUE,TRUE,"filler",0,1,7,14,8.82702806850915,9.65284432751933,"farm1","none","none","none","morning","2016-05-03",0,3
"2012","farm","Assit,Meuf,Roze,Ifeh,Hadith,Ofpoz","hebb",8,415124,"0.0-3.0-5.0","4g0h1m1nmvoq",5440,"Machine Meuf can collect fruit of plant Roze.","Meuf","can collect",14344,3,"can collect","Meuf","Roze","Roze","2",6,TRUE,TRUE,TRUE,"filler",0,1,7,14,8.60171814648593,9.57115672841547,"farm2","none","none","none","morning","2016-05-03",0,3
"2013","farm","Assit,Meuf,Roze,Ifeh,Hadith,Ofpoz","hebb",8,415124,"0.0-3.0-5.0","4g0h1m1nmvoq",3060,"Plant Roze are harvested automatically.","Roze","are harvested automatically",5604,2,"are harvested automatically","Roze",NA,NA,"3",6,TRUE,NA,TRUE,"filler",0,1,7,14,8.02649693894541,8.63141433550626,"farm3","none","none",NA,"morning","2016-05-03",0,3
"2021","bacteria","Olag,Lenik,Turow,Epnux,Owmi,Uhuy","hebb",9,470164,"0.0-3.0-6.0","4g0h1m1nmvoq",5001,"Bacteria Olag emits enzyme Lenik.","Olag","dissolves sth. of",14576,3,"emits","Olag","Lenik","Lenik","1",7,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,7,14,8.51759311143756,9.58720022307401,"bacteria1","order","none","none","morning","2016-05-03",0,4
"2022","bacteria","Olag,Lenik,Turow,Epnux,Owmi,Uhuy","hebb",9,470164,"0.0-3.0-6.0","4g0h1m1nmvoq",4547,"Enzyme Lenik dissolves the membrane of organ Turow.","Lenik","emits",22550,6,"dissolves sth. of","Lenik","Turow","Turow","2",7,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,7,14,8.42244285487043,10.0235346898456,"bacteria2","order","none","none","morning","2016-05-03",0,4
"2023","bacteria","Olag,Lenik,Turow,Epnux,Owmi,Uhuy","hebb",9,470164,"0.0-3.0-6.0","4g0h1m1nmvoq",992,"Organ Turow fails.","Turow","fails",5807,2,"fails","Turow",NA,NA,"3",7,TRUE,NA,TRUE,"analog",0,1,7,14,6.90073066404517,8.66699155650463,"bacteria3","none","none",NA,"morning","2016-05-03",0,4
"203","school","Potho,Wecin,Eyem,Gabit,Irov,Ihab","hebb",10,499741,"0.0-3.0-7.0","4g0h1m1nmvoq",2863,"School girl Potho hits boy Wecin.","Potho","hits",7744,3,"hits","Potho","Wecin","Wecin","1",8,TRUE,TRUE,TRUE,"filler",0,1,7,14,7.95997452808054,8.95480275285097,"school1","none","none","none","morning","2016-05-03",0,4
"2031","school","Potho,Wecin,Eyem,Gabit,Irov,Ihab","hebb",10,499741,"0.0-3.0-7.0","4g0h1m1nmvoq",3172,"Boy Wecin reports to teacher Eyem.","Wecin","reports to",7858,3,"reports to","Wecin","Eyem","Eyem","2",8,TRUE,TRUE,TRUE,"filler",0,1,7,14,8.06243279158319,8.96941465086618,"school2","none","none","none","morning","2016-05-03",0,4
"2032","school","Potho,Wecin,Eyem,Gabit,Irov,Ihab","hebb",10,499741,"0.0-3.0-7.0","4g0h1m1nmvoq",961,"Teacher Eyem calls parents.","Eyem","calls parents",5451,2,"calls parents","Eyem",NA,NA,"3",8,TRUE,NA,TRUE,"filler",0,1,7,14,6.86901445066571,8.60373779281642,"school3","none","none",NA,"morning","2016-05-03",0,4
"204","crusader","Goxos,Thisun,Gena,Mabi,Lothe,Ewey","hebb",11,560317,"0.0-3.0-8.0","4g0h1m1nmvoq",3793,"Crusader group Goxos bought weapon Thisun.","Goxos","bought",17428,6,"bought","Goxos","Thisun","Thisun","1",9,TRUE,TRUE,TRUE,"analog",0,1,7,14,8.24117615049496,9.76589076452168,"crusader1","none","none","none","morning","2016-05-03",0,5
"2041","crusader","Goxos,Thisun,Gena,Mabi,Lothe,Ewey","hebb",11,560317,"0.0-3.0-8.0","4g0h1m1nmvoq",4882,"Weapon Thisun breaches the fortification of town Gena.","Thisun","breaches sth. of",24053,4,"breaches sth. of","Thisun","Goxos","Gena","2",9,TRUE,FALSE,TRUE,"analog",0,0.666666666666667,7,14,8.49351506406166,10.0880565818706,"crusader2","none","none","inter-stat","morning","2016-05-03",0,5
"2042","crusader","Goxos,Thisun,Gena,Mabi,Lothe,Ewey","hebb",11,560317,"0.0-3.0-8.0","4g0h1m1nmvoq",975,"Town Gena is invaded.","Mabi","is invaded",7900,3,"is invaded","Gena",NA,NA,"3",9,FALSE,NA,TRUE,"analog",0,0.5,7,14,6.88346258641309,8.97474461272273,"crusader3","none","other",NA,"morning","2016-05-03",0,5
"205","mining","Erok,Wutoc,Owih,Molash,Thyra,Rothuk","hebb",12,591944,"0.0-3.0-9.0","4g0h1m1nmvoq",4302,"Mining company Erok has a lot of resource Wutoc.","Erok","has a lot of",8592,3,"has a lot of","Erok","Wutoc","Wutoc","1",10,TRUE,TRUE,TRUE,"filler",0,1,7,14,8.3670677328386,9.05870319731322,"mining1","none","none","none","morning","2016-05-03",0,5
"2051","mining","Erok,Wutoc,Owih,Molash,Thyra,Rothuk","hebb",12,591944,"0.0-3.0-9.0","4g0h1m1nmvoq",2740,"Resource Wutoc is sparse in country Owih.","Wutoc","is sparse in",7186,3,"is sparse in","Wutoc","Owih","Owih","2",10,TRUE,TRUE,TRUE,"filler",0,1,7,14,7.91607809630279,8.88002911746844,"mining2","none","none","none","morning","2016-05-03",0,5
